"","2005-05-12","2005-08-11","2005-11-15","2006-02-14","2006-05-11","2006-08-14","2006-11-14","2007-02-13","2007-05-15","2007-08-14","2007-11-14","2008-02-14","2008-05-15","2008-08-14","2008-11-13","2009-02-13","2009-05-15","2009-08-13","2009-11-13","2010-02-12","2010-05-12","2010-08-13","2010-11-12","2011-02-15","2011-05-13","2011-08-16","2011-11-15","2012-02-15","2012-05-15","2012-08-14","2012-11-15","2013-02-14","2013-05-15","2013-08-14","2013-11-14","2014-02-14","2014-05-15","2014-08-14","2014-11-14","2015-02-13","2015-05-13","2015-08-14","2015-11-13","2016-02-12","2016-05-13","2016-08-12","2016-11-15","2017-02-14","2017-05-12","2017-08-15","2017-11-14","2018-02-14","2018-05-15","2018-08-14","2018-11-14","2019-02-14","2019-05-15","2019-08-14","2019-11-14","2020-02-14","2020-05-15","2020-07-30","2020-08-25","2020-10-30","2020-11-24","2021-01-29","2021-02-24","2021-04-30","2021-05-25","2021-07-30","2021-08-24","2021-10-29","2021-11-25","2022-01-28","2022-02-25","2022-04-29","2022-05-25","2022-07-29","2022-08-25","2022-10-28","2022-11-25","2023-01-30","2023-02-24","2023-04-28","2023-05-25","2023-07-28","2023-08-25","2023-10-12","2023-10-30","2023-11-24","2024-01-30","2024-02-23","2024-04-30","2024-05-24","2024-07-30","2024-08-30","2024-10-30","2024-11-22","2025-01-30","2025-02-25","2025-04-30","2025-05-23","2025-07-30","2025-08-22"
"1998-10",94.85,94.84,94.84,94.84,94.84,94.86,94.86,94.86,94.86,94.83,94.83,94.83,94.83,94.78,94.78,94.78,94.78,94.79,94.79,94.79,94.79,94.8,94.8,94.8,94.8,92.4,92.4,92.4,92.4,92.42,92.42,92.42,92.42,92.42,92.42,92.42,92.42,86.97,86.97,86.97,86.97,86.99,86.99,86.99,86.99,87.01,87.01,87.01,87.01,87.02,87.02,87.02,87.02,87.01,87.01,87.01,87.01,80.11,80.11,80.11,80.11,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.31,80.32,80.32,80.32,80.32,80.32,80.32,80.32,80.32,80.33,80.33,80.33,80.33,80.33,80.33,80.33,80.33,80.34,80.34,80.34,80.34,80.34,80.34,80.34,80.34,80.34,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.95,77.98,77.98
"1999-01",95.84,95.8,95.8,95.8,95.8,95.83,95.83,95.83,95.83,95.84,95.84,95.84,95.84,95.83,95.83,95.83,95.83,95.82,95.82,95.82,95.82,95.82,95.82,95.82,95.82,93.13,93.13,93.13,93.13,93.11,93.11,93.11,93.11,93.13,93.13,93.13,93.13,87.74,87.74,87.74,87.74,87.75,87.75,87.75,87.75,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.72,87.71,87.71,87.71,87.71,81.04,81.04,81.04,81.04,81.24,81.24,81.24,81.24,81.24,81.24,81.24,81.24,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.26,81.26,81.26,81.26,81.26,81.26,81.26,81.26,81.27,81.27,81.27,81.27,81.27,81.27,81.27,81.27,81.27,78.87,78.87,78.87,78.87,78.87,78.87,78.87,78.87,78.88,78.88
"1999-04",95.71,95.71,95.71,95.71,95.71,95.72,95.72,95.72,95.72,95.74,95.74,95.74,95.74,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,95.78,93.23,93.23,93.23,93.23,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.9,87.9,87.9,87.9,87.91,87.91,87.91,87.91,87.91,87.91,87.91,87.91,81.05,81.05,81.05,81.05,81.24,81.24,81.24,81.24,81.24,81.24,81.24,81.24,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.25,81.26,81.26,81.26,81.26,81.26,81.26,81.26,81.26,81.27,81.27,81.27,81.27,81.27,81.27,81.27,81.27,81.27,78.77,78.77,78.77,78.77,78.77,78.77,78.77,78.77,78.78,78.78
"1999-07",96.89,96.92,96.92,96.92,96.92,96.93,96.93,96.93,96.93,96.92,96.92,96.92,96.92,97,97,97,97,97.01,97.01,97.01,97.01,97.01,97.01,97.01,97.01,94.3,94.3,94.3,94.3,94.31,94.31,94.31,94.31,94.27,94.27,94.27,94.27,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.83,88.83,88.83,88.83,88.81,88.81,88.81,88.81,81.97,81.97,81.97,81.97,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.18,82.19,82.19,82.19,82.19,82.19,82.19,82.19,82.19,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,79.83,79.83,79.83,79.83,79.83,79.83,79.83,79.83,79.86,79.86
"1999-10",98.13,98.13,98.13,98.13,98.13,98.2,98.2,98.2,98.2,98.14,98.14,98.14,98.14,98.03,98.03,98.03,98.03,98.04,98.04,98.04,98.04,98.06,98.06,98.06,98.06,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.33,95.34,95.34,95.34,95.34,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.93,89.93,89.93,89.93,89.94,89.94,89.94,89.94,89.93,89.92,89.92,89.92,82.62,82.62,82.62,82.62,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.82,82.84,82.84,82.84,82.84,82.84,82.84,82.84,82.84,82.85,82.85,82.85,82.85,82.85,82.85,82.85,82.85,82.85,80.21,80.21,80.21,80.21,80.21,80.21,80.21,80.21,80.24,80.24
"2000-01",99.08,99.02,99.02,99.02,99.02,99.11,99.11,99.11,99.11,99.15,99.15,99.15,99.15,99.14,99.14,99.14,99.14,99.19,99.19,99.19,99.19,99.19,99.19,99.19,99.19,96.38,96.38,96.38,96.38,96.36,96.36,96.36,96.36,96.37,96.37,96.37,96.37,90.8,90.8,90.8,90.8,90.79,90.79,90.79,90.79,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.78,90.76,90.76,90.76,90.76,83.79,83.79,83.79,83.79,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84.02,84.02,84.02,84.02,84.02,84.02,84.02,84.02,84.03,84.03,84.03,84.03,84.03,84.03,84.03,84.03,84.03,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48,81.48
"2000-04",100.25,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.27,100.3,100.3,100.3,100.3,100.29,100.29,100.29,100.29,100.3,100.3,100.3,100.3,100.3,100.3,100.3,100.3,97.41,97.41,97.41,97.41,97.43,97.43,97.43,97.43,97.42,97.42,97.42,97.42,91.71,91.71,91.71,91.71,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,91.7,84.49,84.49,84.49,84.49,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.69,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.7,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,84.71,82.11,82.11,82.11,82.11,82.11,82.11,82.11,82.11,82.13,82.13
"2000-07",100.21,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.25,100.23,100.23,100.23,100.23,100.24,100.24,100.24,100.24,100.25,100.25,100.25,100.25,100.26,100.26,100.26,100.26,97.32,97.32,97.32,97.32,97.33,97.33,97.33,97.33,97.3,97.3,97.3,97.3,91.57,91.57,91.57,91.57,91.55,91.55,91.55,91.55,91.56,91.56,91.56,91.56,91.57,91.57,91.57,91.57,91.57,91.57,91.57,91.57,84.46,84.46,84.46,84.46,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.66,84.66,84.66,84.66,84.66,84.66,84.66,84.66,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.16,82.19,82.19
"2000-10",100.36,100.36,100.36,100.36,100.36,100.42,100.42,100.42,100.42,100.4,100.4,100.4,100.4,100.32,100.32,100.32,100.32,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,97.26,97.26,97.26,97.26,97.27,97.27,97.27,97.27,97.28,97.28,97.28,97.28,91.66,91.66,91.66,91.66,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.63,91.64,91.64,91.64,91.64,91.64,91.64,91.64,91.64,84.19,84.19,84.19,84.19,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.42,84.42,84.42,84.42,84.42,84.42,84.42,84.42,84.42,81.81,81.81,81.81,81.81,81.81,81.81,81.81,81.81,81.84,81.84
"2001-01",101.33,101.31,101.31,101.31,101.31,101.36,101.36,101.36,101.36,101.39,101.39,101.39,101.39,101.38,101.38,101.38,101.38,101.35,101.35,101.35,101.35,101.36,101.36,101.36,101.36,98.71,98.71,98.71,98.71,98.7,98.7,98.7,98.7,98.71,98.71,98.71,98.71,93.15,93.15,93.15,93.15,93.15,93.15,93.15,93.15,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.13,93.13,93.13,93.13,85.89,85.89,85.89,85.89,86.1,86.1,86.1,86.1,86.1,86.1,86.1,86.1,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.11,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,86.12,83.57,83.57,83.57,83.57,83.57,83.57,83.57,83.57,83.58,83.58
"2001-04",101.36,101.42,101.42,101.42,101.42,101.4,101.4,101.4,101.4,101.44,101.44,101.44,101.44,101.41,101.41,101.41,101.41,101.43,101.43,101.43,101.43,101.42,101.42,101.42,101.42,98.82,98.82,98.82,98.82,98.83,98.83,98.83,98.83,98.82,98.82,98.82,98.82,93.23,93.23,93.23,93.23,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.22,93.23,93.23,93.23,93.23,85.86,85.86,85.86,85.86,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.08,86.08,86.08,86.08,86.08,86.08,86.08,86.08,86.09,86.09,86.09,86.09,86.09,86.09,86.09,86.09,86.09,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,83.37,83.37
"2001-07",101.23,101.26,101.26,101.26,101.26,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.24,101.25,101.25,101.25,101.25,101.26,101.26,101.26,101.26,98.51,98.51,98.51,98.51,98.52,98.52,98.52,98.52,98.51,98.51,98.51,98.51,92.95,92.95,92.95,92.95,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,85.69,85.69,85.69,85.69,85.91,85.91,85.91,85.91,85.91,85.91,85.91,85.91,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.9,85.91,85.91,85.91,85.91,85.91,85.91,85.91,85.91,85.91,83.32,83.32,83.32,83.32,83.32,83.32,83.32,83.32,83.37,83.37
"2001-10",101.32,101.46,101.46,101.46,101.46,101.51,101.51,101.51,101.51,101.48,101.48,101.48,101.48,101.49,101.49,101.49,101.49,101.5,101.5,101.5,101.5,101.5,101.5,101.5,101.5,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.7,98.7,98.7,98.7,93.11,93.11,93.11,93.11,93.1,93.1,93.1,93.1,93.07,93.07,93.07,93.07,93.06,93.06,93.06,93.06,93.06,93.06,93.06,93.06,85.6,85.6,85.6,85.6,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.82,85.84,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,85.83,83.07,83.07,83.07,83.07,83.07,83.07,83.07,83.07,83.11,83.11
"2002-01",101.18,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.17,101.17,101.17,101.17,101.12,101.12,101.12,101.12,101.09,101.09,101.09,101.09,101.09,101.09,101.09,101.09,98.35,98.35,98.35,98.35,98.36,98.36,98.36,98.36,98.36,98.36,98.36,98.36,92.82,92.82,92.82,92.82,92.77,92.77,92.77,92.77,92.76,92.76,92.76,92.76,92.77,92.77,92.77,92.77,92.78,92.78,92.78,92.78,85.16,85.16,85.16,85.16,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.37,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,85.39,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72
"2002-04",101.29,101.26,101.26,101.26,101.26,101.22,101.22,101.22,101.22,101.28,101.28,101.28,101.28,101.29,101.29,101.29,101.29,101.31,101.31,101.31,101.31,101.3,101.3,101.3,101.3,98.66,98.66,98.66,98.66,98.65,98.65,98.65,98.65,98.64,98.64,98.64,98.64,93.01,93.01,93.01,93.01,93,93,93,93,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,93.01,85.53,85.53,85.53,85.53,85.73,85.73,85.73,85.73,85.73,85.73,85.73,85.73,85.75,85.75,85.75,85.75,85.75,85.75,85.75,85.75,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,83.01,83.01,83.01,83.01,83.01,83.01,83.01,83.01,83.04,83.04
"2002-07",101.85,101.78,101.78,101.78,101.78,101.65,101.65,101.65,101.65,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.66,101.68,101.68,101.68,101.68,101.69,101.69,101.69,101.7,99.01,99.01,99.01,99.01,99.03,99.03,99.03,99.03,99.02,99.02,99.02,99.02,93.44,93.44,93.44,93.44,93.45,93.45,93.45,93.45,93.44,93.44,93.44,93.44,93.45,93.45,93.45,93.45,93.44,93.44,93.44,93.44,85.97,85.97,85.97,85.97,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.17,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.18,86.18,86.18,86.18,86.18,86.18,86.18,86.18,86.18,83.58,83.58,83.58,83.58,83.58,83.58,83.58,83.58,83.61,83.61
"2002-10",101.71,101.67,101.67,101.67,101.67,101.54,101.54,101.54,101.54,101.45,101.45,101.45,101.45,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.49,101.52,101.52,101.52,101.52,98.82,98.82,98.82,98.82,98.84,98.84,98.84,98.84,98.83,98.83,98.83,98.83,93.26,93.26,93.26,93.26,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.24,93.24,93.24,93.24,85.82,85.82,85.82,85.82,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,86.06,83.36,83.36,83.36,83.36,83.36,83.36,83.36,83.36,83.38,83.38
"2003-01",101.33,101.07,101.07,101.07,101.07,101.11,101.11,101.11,101.11,101.05,101.05,101.05,101.05,100.97,100.97,100.97,100.97,100.93,100.93,100.93,100.93,100.92,100.92,100.92,100.92,98.05,98.05,98.05,98.05,98.07,98.07,98.07,98.07,98.06,98.06,98.06,98.06,92.11,92.11,92.11,92.11,92.1,92.1,92.1,92.1,92.11,92.11,92.11,92.11,92.12,92.12,92.12,92.12,92.12,92.12,92.12,92.12,84.55,84.55,84.55,84.55,84.76,84.76,84.76,84.76,84.76,84.76,84.76,84.76,84.77,84.77,84.77,84.77,84.77,84.77,84.77,84.77,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,84.78,82.24,82.24,82.24,82.24,82.24,82.24,82.24,82.24,82.25,82.25
"2003-04",101.25,100.91,100.91,100.91,100.91,100.75,100.75,100.75,100.75,100.78,100.78,100.78,100.78,100.76,100.76,100.76,100.76,100.78,100.78,100.78,100.78,100.77,100.77,100.77,100.76,97.99,97.99,97.99,97.99,97.98,97.98,97.98,97.98,97.98,97.98,97.98,97.98,92.16,92.16,92.16,92.16,92.13,92.13,92.13,92.13,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,84.64,84.64,84.64,84.64,84.86,84.86,84.86,84.86,84.86,84.86,84.86,84.86,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,84.87,82.34,82.34,82.34,82.34,82.34,82.34,82.34,82.34,82.37,82.37
"2003-07",101.41,101.24,101.24,101.24,101.24,101.14,101.14,101.14,101.14,101.21,101.21,101.21,101.21,101.24,101.24,101.24,101.24,101.27,101.27,101.27,101.27,101.26,101.26,101.26,101.27,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.45,98.44,98.44,98.44,98.44,92.62,92.62,92.62,92.62,92.59,92.59,92.59,92.59,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.6,92.59,92.59,92.59,92.59,85.3,85.3,85.3,85.3,85.51,85.51,85.51,85.51,85.51,85.51,85.51,85.51,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,85.52,83.09,83.09,83.09,83.09,83.09,83.09,83.09,83.09,83.12,83.12
"2003-10",102.02,101.85,101.85,101.85,101.85,101.72,101.72,101.72,101.72,101.59,101.59,101.59,101.59,101.65,101.65,101.65,101.65,101.64,101.64,101.64,101.64,101.69,101.69,101.69,101.71,98.83,98.83,98.83,98.83,98.84,98.84,98.84,98.84,98.84,98.84,98.84,98.84,92.94,92.94,92.94,92.94,92.92,92.92,92.92,92.92,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.94,92.93,92.93,92.93,92.93,85.53,85.53,85.53,85.53,85.74,85.74,85.74,85.74,85.74,85.74,85.74,85.74,85.75,85.75,85.75,85.75,85.75,85.75,85.75,85.75,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,85.76,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.22,83.22
"2004-01",102.45,102.31,102.31,102.31,102.31,102.11,102.11,102.11,102.11,101.86,101.86,101.86,101.86,101.91,101.91,101.91,101.91,101.92,101.92,101.92,101.92,101.91,101.91,101.91,101.9,98.86,98.86,98.86,98.86,98.85,98.85,98.85,98.85,98.85,98.85,98.85,98.85,92.93,92.93,92.93,92.93,92.91,92.91,92.91,92.91,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.91,92.91,92.91,92.91,85.39,85.39,85.39,85.39,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.59,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.6,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,85.61,83.09,83.09,83.09,83.09,83.09,83.09,83.09,83.09,83.09,83.09
"2004-04",102.66,102.48,102.48,102.48,102.48,102,102,102,102,101.78,101.78,101.78,101.78,101.98,101.98,101.98,101.98,102,102,102,102,102,102,102,101.98,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,99.17,93.27,93.27,93.27,93.27,93.23,93.23,93.23,93.23,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,93.24,85.82,85.82,85.82,85.82,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.03,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,86.05,83.56,83.56,83.56,83.56,83.56,83.56,83.56,83.56,83.58,83.58
"2004-07",102.62,102.4,102.4,102.4,102.4,101.85,101.85,101.85,101.85,101.61,101.61,101.61,101.61,101.8,101.8,101.8,101.8,101.85,101.85,101.85,101.85,101.82,101.82,101.82,101.83,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99.02,99,99,99,99,93.11,93.11,93.11,93.11,93.07,93.07,93.07,93.07,93.06,93.06,93.06,93.06,93.07,93.07,93.07,93.07,93.06,93.06,93.06,93.06,85.65,85.65,85.65,85.65,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.86,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,85.87,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.29,83.31,83.31
"2004-10",102.48,102.31,102.31,102.31,102.31,101.88,101.88,101.88,101.88,101.69,101.69,101.69,101.69,101.83,101.83,101.83,101.83,101.84,101.84,101.84,101.84,101.9,101.9,101.9,101.93,99.02,99.02,99.02,99.02,99.03,99.03,99.03,99.03,99.03,99.03,99.03,99.03,93.17,93.17,93.17,93.17,93.13,93.13,93.13,93.13,93.15,93.15,93.15,93.15,93.16,93.16,93.16,93.16,93.15,93.15,93.15,93.15,85.57,85.57,85.57,85.57,85.77,85.77,85.77,85.77,85.77,85.77,85.77,85.77,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.78,85.79,85.79,85.79,85.79,85.79,85.79,85.79,85.79,85.8,85.8,85.8,85.8,85.8,85.8,85.8,85.8,85.8,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.28,83.28
